/* DATA DESCRIPTION:
Citation:	Jouzel, Jean; Masson-Delmotte, Valerie (2007): EPICA Dome C Ice Core 800KYr deuterium data and temperature estimates. PANGAEA, https://doi.org/10.1594/PANGAEA.683655, 
	Supplement to: Jouzel, Jean; Masson-Delmotte, Valerie; Cattani, Olivier; Dreyfus, Gabrielle; Falourd, Sonia; Hoffmann, G; Minster, B; Nouet, J; Barnola, Jean-Marc; Chappellaz, Jérôme A; Fischer, Hubertus; Gallet, J C; Johnsen, Sigfus J; Leuenberger, Markus C; Loulergue, Laetitia; Luethi, D; Oerter, Hans; Parrenin, Frédéric; Raisbeck, Grant M; Raynaud, Dominique; Schilt, Adrian; Schwander, Jakob; Selmo, Enrico; Souchez, Roland; Spahni, Renato; Stauffer, Bernhard; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Werner, Martin; Wolff, Eric W (2007): Orbital and millennial Antarctic climate variability over the past 800,000 years. Science, 317(5839), 793-797, https://doi.org/10.1126/science.1141038
Abstract:	A high-resolution deuterium profile is now available along the entire European Project for Ice Coring in Antarctica Dome C ice core, extending this climate record back to marine isotope stage 20.2, ~800,000 years ago. Experiments performed with an atmospheric general circulation model including water isotopes support its temperature interpretation. We assessed the general correspondence between Dansgaard-Oeschger events and their smoothed Antarctic counterparts for this Dome C record, which reveals the presence of such features with similar amplitudes during previous glacial periods. We suggest that the interplay between obliquity and precession accounts for the variable intensity of interglacial periods in ice core records.
	Temperature was estimated after correction for sea-water isotopic composition (Bintanja et al, 2005) and for ice sheet elevation (Parrenin et al, 2007) on EDC3 age scale (Parrenin et al, 2007).
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: http://www.esf.org/index.php?id=855)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	δ Deuterium [‰ SMOW] (δD) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Isotope ratio mass spectrometry (URI: https://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry) * COMMENT: LSCE, analytical accuracy of 0.5 per mil
	Temperature, difference [°C] (delta T) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Calculated * COMMENT: Temperature difference from the average of the last 1000 years
	Sample ID (Sample ID) * PI: Masson-Delmotte, Valerie * COMMENT: Bag number
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	23173 data points
*/
Depth ice/snow [m]	Age model [ka]	δD [‰ SMOW]	delta T [°C]	Sample ID
2752.20	413.669	-391.9	0.68	5005
2752.75	413.902	-392.5	0.57	5006
2753.30	414.139	-396.4	-0.08	5007
2753.85	414.392	-394.3	0.26	5008
2754.40	414.639	-393.2	0.43	5009
2754.95	414.882	-394.7	0.17	5010
2755.50	415.132	-394.9	0.12	5011
2756.05	415.384	-391.9	0.61	5012
2756.60	415.626	-393.6	0.31	5013
2757.15	415.875	-393.5	0.31	5014
2757.70	416.125	-394.7	0.10	5015
2758.25	416.380	-391.4	0.63	5016
2758.80	416.624	-393.1	0.33	5017
2759.35	416.874	-390.9	0.67	5018
2759.90	417.118	-389.8	0.83	5019
2760.45	417.358	-392.4	0.38	5020
2761.00	417.608	-392.6	0.32	5021
2761.55	417.860	-390.7	0.61	5022
2762.10	418.106	-393.8	0.08	5023
2762.65	418.364	-394.1	0.01	5024
2763.20	418.624	-395.7	-0.28	5025
2763.75	418.889	-395.8	-0.32	5026
2764.30	419.133	-395.2	-0.24	5027
2764.85	419.398	-395.7	-0.35	5028
2765.40	419.666	-394.0	-0.09	5029
2765.95	419.929	-397.1	-0.62	5030
2766.50	420.203	-396.1	-0.48	5031
2767.05	420.474	-394.8	-0.29	5032
2767.60	420.741	-396.5	-0.59	5033
2768.15	421.013	-397.3	-0.75	5034
2768.70	421.290	-400.9	-1.37	5035
2769.25	421.582	-401.1	-1.43	5036
2769.80	421.871	-402.7	-1.72	5037
2770.35	422.171	-403.4	-1.87	5038
2770.90	422.475	-401.3	-1.55	5039
2771.45	422.768	-400.9	-1.51	5040
2772.00	423.056	-405.0	-2.21	5041
2772.55	423.359	-407.1	-2.59	5042
2773.10	423.669	-404.0	-2.10	5043
2773.65	423.963	-405.3	-2.34	5044
2774.20	424.263	-398.8	-1.29	5045
2774.75	424.536	-392.3	-0.24	5046
2775.30	424.784	-390.1	0.09	5047
2775.85	425.027	-392.2	-0.29	5048
2776.40	425.277	-396.2	-0.99	5049
2776.95	425.537	-401.5	-1.90	5050
2777.50	425.813	-401.0	-1.85	5051
2778.05	426.090	-402.5	-2.13	5052
2778.60	426.390	-405.6	-2.67	5053
2779.15	426.715	-403.1	-2.29	5054
2779.70	427.020	-406.8	-2.93	5055
2780.25	427.343	-412.8	-3.95	5056
2780.80	427.684	-417.2	-4.70	5057
2781.35	428.065	-416.6	-4.63	5058
2781.90	428.444	-423.7	-5.83	5059
2782.45	428.868	-424.9	-6.05	5060
2783.00	429.259	-428.1	-6.61	5061
2783.55	429.718	-429.0	-6.79	5062
2784.10	430.187	-433.6	-7.58	5063
2784.65	430.693	-436.6	-8.10	5064
2785.20	431.226	-437.0	-8.19	5065
2785.75	431.767	-436.9	-8.19	5066
2786.30	432.326	-436.8	-8.19	5067
2786.85	432.870	-437.8	-8.39	5068
2787.40	433.425	-436.0	-8.12	5069
2787.95	433.969	-438.6	-8.58	5070
2788.50	434.472	-435.9	-8.17	5071
2789.05	435.023	-437.7	-8.49	5072
2789.60	435.592	-434.8	-8.03	5073
2790.15	436.141	-440.0	-8.91	5074
2790.70	436.726	-444.3	-9.63	5075
2791.25	437.267	-441.9	-9.25	5076
2791.80	437.827	-443.8	-9.60	5077
2792.35	438.423	-438.9	-8.80	5078
2792.90	439.039	-441.2	-9.19	5079
2793.45	439.625	-440.9	-9.15	5080
2794.00	440.206	-440.2	-9.04	5081
2794.55	440.798	-440.3	-9.07	5082
2795.10	441.388	-438.3	-8.73	5083
2795.65	441.954	-435.8	-8.33	5084
2796.20	442.535	-436.3	-8.42	5085
2796.75	443.120	-433.2	-7.91	5086
2797.30	443.682	-428.6	-7.15	5087
2797.85	444.216	-432.4	-7.77	5088
2798.40	444.785	-430.4	-7.45	5089
2798.95	445.342	-430.4	-7.45	5090
2799.50	445.900	-431.6	-7.65	5091
2800.05	446.471	-430.6	-7.48	5092
2800.60	447.034	-422.5	-6.15	5093
2801.15	447.536	-423.5	-6.32	5094
2801.70	448.047	-424.9	-6.56	5095
2802.25	448.573	-431.1	-7.58	5096
2802.80	449.151	-429.3	-7.28	5097
2803.35	449.719	-429.2	-7.26	5098
2803.90	450.288	-431.6	-7.65	5099
2804.45	450.881	-433.3	-7.92	5100
2805.00	451.492	-425.9	-6.70	5101
2805.55	452.042	-428.2	-7.07	5102
2806.10	452.613	-433.2	-7.89	5103
2806.65	453.229	-429.3	-7.24	5104
2807.20	453.816	-423.9	-6.34	5105
2807.75	454.400	-426.8	-6.81	5106
2808.30	454.969	-428.0	-7.01	5107
2808.85	455.550	-430.3	-7.39	5108
2809.40	456.156	-435.3	-8.21	5109
2809.95	456.813	-439.7	-8.92	5110
2810.50	457.519	-438.4	-8.70	5111
2811.05	458.216	-439.3	-8.83	5112
2811.60	458.942	-439.2	-8.80	5113
2812.15	459.652	-437.3	-8.47	5114
2812.70	460.344	-436.6	-8.34	5115
2813.25	461.031	-436.1	-8.24	5116
2813.80	461.713	-431.4	-7.45	5117
2814.35	462.350	-429.6	-7.15	5118
2814.90	462.970	-432.6	-7.63	5119
2815.45	463.620	-432.8	-7.65	5120
2816.00	464.257	-435.5	-8.08	5121
2816.55	464.951	-437.8	-8.44	5122
2817.10	465.657	-438.3	-8.50	5123
2817.65	466.367	-436.5	-8.17	5124
2818.20	467.058	-435.8	-8.03	5125
2818.75	467.740	-439.7	-8.64	5126
2819.30	468.461	-433.5	-7.58	5127
2819.85	469.115	-426.9	-6.47	5128
2820.40	469.706	-431.8	-7.26	5129
2820.95	470.337	-426.1	-6.30	5130
2821.50	470.916	-419.4	-5.18	5131
2822.05	471.435	-417.3	-4.83	5132
2822.60	471.934	-412.3	-4.00	5133
2823.15	472.392	-416.1	-4.62	5134
2823.70	472.880	-421.5	-5.50	5135
2824.25	473.409	-425.7	-6.17	5136
2824.80	473.970	-430.9	-7.01	5137
2825.35	474.576	-430.3	-6.89	5138
2825.90	475.160	-423.5	-5.75	5139
2826.45	475.696	-419.6	-5.09	5140
2827.00	476.200	-416.7	-4.61	5141
2827.55	476.679	-414.2	-4.19	5142
2828.10	477.138	-412.8	-3.95	5143
2828.65	477.586	-417.0	-4.64	5144
2829.20	478.062	-420.4	-5.19	5145
2829.75	478.562	-425.3	-5.98	5146
2830.30	479.099	-423.9	-5.73	5147
2830.85	479.623	-420.5	-5.15	5148
2831.40	480.119	-419.4	-4.95	5149
2831.95	480.605	-418.3	-4.76	5150
2832.50	481.081	-419.5	-4.94	5151
2833.05	481.571	-417.1	-4.53	5152
2833.60	482.035	-416.0	-4.34	5153
2834.15	482.489	-413.8	-3.97	5154
2834.70	482.928	-415.0	-4.15	5155
2835.25	483.371	-412.5	-3.74	5156
2835.80	483.798	-412.7	-3.76	5157
2836.35	484.225	-410.3	-3.36	5158
2836.90	484.635	-411.4	-3.54	5159
2837.45	485.051	-410.8	-3.44	5160
2838.00	485.462	-410.5	-3.39	5161
2838.55	485.870	-410.7	-3.42	5162
2839.10	486.279	-409.5	-3.22	5163
2839.65	486.679	-406.7	-2.76	5164
2840.20	487.062	-406.6	-2.75	5165
2840.75	487.444	-405.4	-2.56	5166
2841.30	487.817	-404.4	-2.40	5167
2841.85	488.185	-405.4	-2.57	5168
2842.40	488.555	-398.0	-1.36	5169
2842.95	488.889	-404.9	-2.51	5170
2843.50	489.256	-404.1	-2.39	5171
2844.05	489.620	-403.2	-2.25	5172
2844.60	489.978	-403.5	-2.31	5173
2845.15	490.338	-404.2	-2.44	5174
2845.70	490.701	-406.4	-2.81	5175
2846.25	491.076	-407.7	-3.03	5176
2846.80	491.456	-409.0	-3.25	5177
2847.35	491.845	-409.0	-3.25	5178
2847.90	492.234	-410.0	-3.42	5179
2848.45	492.628	-410.0	-3.42	5180
2849.00	493.022	-410.4	-3.50	5181
2849.55	493.416	-408.8	-3.23	5182
2850.10	493.802	-413.0	-3.93	5183
2850.65	494.208	-411.9	-3.75	5184
2851.20	494.600	-412.0	-3.78	5185
2851.75	495.001	-412.0	-3.78	5186
2852.30	495.401	-412.0	-3.79	5187
2852.85	495.800	-410.7	-3.58	5188
2853.40	496.190	-411.7	-3.74	5189
2853.95	496.584	-411.9	-3.78	5190
2854.50	496.978	-413.0	-3.97	5191
2855.05	497.376	-411.1	-3.66	5192
2855.60	497.762	-413.0	-3.97	5193
2856.15	498.157	-412.1	-3.83	5194
2856.70	498.545	-412.7	-3.93	5195
2857.25	498.934	-411.7	-3.77	5196
2857.80	499.316	-411.3	-3.72	5197
2858.35	499.694	-414.8	-4.30	5198
2858.90	500.090	-414.5	-4.25	5199
2859.45	500.482	-414.9	-4.31	5200
2860.00	500.875	-415.5	-4.41	5201
2860.55	501.269	-415.7	-4.45	5202
2861.10	501.663	-417.9	-4.81	5203
2861.65	502.067	-414.0	-4.16	5204
2862.20	502.446	-415.6	-4.43	5205
2862.75	502.832	-415.7	-4.45	5206
2863.30	503.217	-415.2	-4.37	5207
2863.85	503.596	-414.2	-4.21	5208
2864.40	503.968	-415.7	-4.46	5209
2864.95	504.346	-412.9	-4.00	5210
2865.50	504.708	-415.3	-4.40	5211
2866.05	505.080	-419.2	-5.04	5212
2866.60	505.474	-420.9	-5.32	5213
2867.15	505.875	-420.3	-5.21	5214
2867.70	506.271	-418.5	-4.91	5215
2868.25	506.654	-417.2	-4.70	5216
2868.80	507.027	-416.8	-4.63	5217
2869.35	507.396	-416.1	-4.52	5218
2869.90	507.758	-416.3	-4.55	5219
2870.45	508.120	-418.4	-4.90	5220
2871.00	508.493	-425.1	-6.00	5221
2871.55	508.902	-424.8	-5.94	5222
2872.10	509.308	-423.6	-5.73	5223
2872.65	509.704	-424.0	-5.78	5224
2873.20	510.100	-422.7	-5.55	5225
2873.75	510.487	-423.5	-5.67	5226
2874.30	510.876	-424.1	-5.76	5227
2874.85	511.267	-424.6	-5.83	5228
2875.40	511.658	-424.9	-5.86	5229
2875.95	512.049	-423.6	-5.63	5230
2876.50	512.432	-423.1	-5.53	5231
2877.05	512.809	-423.0	-5.49	5232
2877.60	513.185	-423.9	-5.62	5233
2878.15	513.563	-422.6	-5.38	5234
2878.70	513.933	-419.0	-4.77	5235
2879.25	514.282	-419.6	-4.84	5236
2879.80	514.633	-420.7	-5.00	5237
2880.35	514.989	-420.7	-4.98	5238
2880.90	515.343	-417.7	-4.46	5239
2881.45	515.681	-415.5	-4.08	5240
2882.00	516.006	-415.2	-4.01	5241
2882.55	516.329	-418.1	-4.48	5242
2883.10	516.666	-417.2	-4.31	5243
2883.65	516.998	-417.1	-4.28	5244
2884.20	517.329	-412.5	-3.51	5245
2884.75	517.637	-415.6	-4.01	5246
2885.30	517.960	-412.3	-3.46	5247
2885.85	518.267	-413.1	-3.59	5248
2886.40	518.578	-412.4	-3.47	5249
2886.95	518.885	-412.3	-3.45	5250
2887.50	519.193	-411.0	-3.23	5251
2888.05	519.495	-412.5	-3.48	5252
2888.60	519.804	-412.1	-3.41	5253
2889.15	520.111	-414.1	-3.75	5254
2889.70	520.416	-412.3	-3.45	5255
2890.25	520.726	-410.3	-3.12	5256
2890.80	521.027	-415.2	-3.94	5257
2891.35	521.353	-411.9	-3.40	5258
2891.90	521.664	-412.3	-3.47	5259
2892.45	521.978	-411.8	-3.40	5260
2893.00	522.290	-412.8	-3.58	5261
2893.55	522.610	-420.4	-4.84	5262
2894.10	522.969	-418.6	-4.55	5263
2894.65	523.321	-418.9	-4.61	5264
2895.20	523.675	-417.0	-4.30	5265
2895.75	524.022	-418.2	-4.51	5266
2896.30	524.375	-416.8	-4.29	5267
2896.85	524.728	-420.1	-4.84	5268
2897.40	525.099	-417.1	-4.35	5269
2897.95	525.452	-418.7	-4.64	5270
2898.50	525.808	-420.4	-4.93	5271
2899.05	526.184	-419.9	-4.86	5272
2899.60	526.559	-419.6	-4.82	5273
2900.15	526.935	-417.1	-4.42	5274
2900.70	527.299	-419.8	-4.90	5275
2901.25	527.683	-417.8	-4.58	5276
2901.80	528.056	-416.0	-4.31	5277
2902.35	528.422	-414.8	-4.14	5278
2902.90	528.783	-416.5	-4.44	5279
2903.45	529.157	-416.7	-4.50	5280
2904.00	529.534	-420.7	-5.18	5281
2904.55	529.939	-422.1	-5.43	5282
2905.10	530.357	-425.9	-6.07	5283
2905.65	530.804	-430.0	-6.75	5284
2906.20	531.284	-433.5	-7.33	5285
2906.75	531.795	-432.2	-7.12	5286
2907.30	532.302	-435.8	-7.71	5287
2907.85	532.841	-434.4	-7.48	5288
2908.40	533.375	-435.8	-7.71	5289
2908.95	533.926	-433.0	-7.24	5290
2909.50	534.459	-432.7	-7.20	5291
2910.05	534.994	-429.3	-6.64	5292
2910.60	535.508	-431.4	-6.99	5293
2911.15	536.044	-430.0	-6.76	5294
2911.70	536.575	-430.3	-6.82	5295
2912.25	537.113	-429.9	-6.76	5296
2912.80	537.652	-428.1	-6.47	5297
2913.35	538.194	-434.5	-7.53	5298
2913.90	538.784	-435.9	-7.77	5299
2914.45	539.391	-434.6	-7.56	5300
2915.00	539.991	-434.0	-7.46	5301
2915.55	540.589	-434.4	-7.55	5302
2916.10	541.188	-433.7	-7.43	5303
2916.65	541.788	-432.7	-7.28	5304
2917.20	542.381	-431.6	-7.10	5305
2917.75	542.964	-432.4	-7.24	5306
2918.30	543.554	-433.0	-7.35	5307
2918.85	544.149	-434.8	-7.64	5308
2919.40	544.758	-437.8	-8.13	5309
2919.95	545.367	-437.8	-8.12	5310
2920.50	545.985	-438.0	-8.14	5311
2921.05	546.604	-436.7	-7.91	5312
2921.60	547.202	-432.3	-7.17	5313
2922.15	547.746	-430.3	-6.82	5314
2922.70	548.280	-432.5	-7.17	5315
2923.25	548.818	-432.8	-7.20	5316
2923.80	549.348	-430.5	-6.81	5317
2924.35	549.855	-426.6	-6.14	5318
2924.90	550.322	-421.9	-5.35	5319
2925.45	550.761	-423.4	-5.58	5320
2926.00	551.208	-427.7	-6.28	5321
2926.55	551.673	-429.0	-6.48	5322
2927.10	552.129	-431.9	-6.94	5323
2927.65	552.607	-428.1	-6.29	5324
2928.20	553.047	-427.8	-6.23	5325
2928.75	553.481	-423.0	-5.42	5326
2929.30	553.874	-420.9	-5.07	5327
2929.85	554.250	-418.6	-4.68	5328
2930.40	554.604	-417.6	-4.52	5329
2930.95	554.948	-414.7	-4.04	5330
2931.50	555.265	-410.5	-3.35	5331
2932.05	555.563	-408.9	-3.09	5332
2932.60	555.844	-409.8	-3.25	5333
2933.15	556.126	-418.3	-4.67	5334
2933.70	556.411	-415.5	-4.21	5335
2934.25	556.719	-416.7	-4.41	5336
2934.80	557.013	-420.7	-5.07	5337
2935.35	557.308	-420.0	-4.95	5338
2935.90	557.616	-422.7	-5.38	5339
2936.45	557.911	-423.4	-5.49	5340
2937.00	558.214	-424.5	-5.66	5341
2937.55	558.514	-427.5	-6.15	5342
2938.10	558.823	-431.9	-6.86	5343
2938.65	559.133	-431.5	-6.77	5344
2939.20	559.461	-429.9	-6.48	5345
2939.75	559.778	-425.7	-5.75	5346
2940.30	560.077	-424.2	-5.48	5347
2940.85	560.352	-424.0	-5.43	5348
2941.40	560.625	-422.8	-5.21	5349
2941.95	560.890	-421.6	-5.00	5350
2942.50	561.149	-419.6	-4.65	5351
2943.05	561.404	-418.8	-4.49	5352
2943.60	561.649	-419.8	-4.64	5353
2944.15	561.889	-416.4	-4.07	5354
2944.70	562.130	-416.1	-4.00	5355
2945.25	562.357	-414.4	-3.70	5356
2945.80	562.582	-414.2	-3.66	5357
2946.35	562.799	-412.7	-3.40	5358
2946.90	563.015	-412.4	-3.33	5359
2947.45	563.225	-410.8	-3.06	5360
2948.00	563.433	-411.8	-3.22	5361
2948.55	563.636	-409.4	-2.81	5362
2949.10	563.841	-409.8	-2.87	5363
2949.65	564.039	-408.1	-2.59	5364
2950.20	564.238	-407.5	-2.49	5365
2950.75	564.432	-405.8	-2.21	5366
2951.30	564.627	-408.0	-2.58	5367
2951.85	564.815	-404.8	-2.05	5368
2952.40	564.994	-404.9	-2.07	5369
2952.95	565.179	-405.7	-2.21	5370
2953.50	565.365	-406.0	-2.27	5371
2954.05	565.554	-404.8	-2.08	5372
2954.60	565.745	-402.0	-1.63	5373
2955.15	565.933	-403.1	-1.82	5374
2955.70	566.114	-403.1	-1.84	5375
2956.25	566.298	-403.3	-1.89	5376
2956.80	566.484	-402.7	-1.80	5377
2957.35	566.671	-404.0	-2.02	5378
2957.90	566.857	-400.4	-1.44	5379
2958.45	567.047	-403.0	-1.87	5380
2959.00	567.231	-400.2	-1.42	5381
2959.55	567.420	-399.0	-1.22	5382
2960.10	567.602	-401.7	-1.68	5383
2960.65	567.781	-403.2	-1.93	5384
2961.20	567.969	-400.2	-1.44	5385
2961.75	568.161	-400.8	-1.54	5386
2962.30	568.346	-399.8	-1.38	5387
2962.85	568.532	-401.1	-1.59	5388
2963.40	568.716	-400.6	-1.51	5389
2963.95	568.905	-402.2	-1.77	5390
2964.50	569.093	-400.5	-1.49	5391
2965.05	569.285	-398.1	-1.09	5392
2965.60	569.474	-400.4	-1.47	5393
2966.15	569.656	-400.1	-1.42	5394
2966.70	569.845	-401.4	-1.64	5395
2967.25	570.034	-400.5	-1.48	5396
2967.80	570.228	-400.6	-1.50	5397
2968.35	570.419	-401.3	-1.61	5398
2968.90	570.612	-400.5	-1.48	5399
2969.45	570.807	-400.1	-1.42	5400
2970.00	571.001	-400.5	-1.49	5401
2970.55	571.194	-400.2	-1.45	5402
2971.10	571.390	-399.8	-1.38	5403
2971.65	571.585	-400.2	-1.44	5404
2972.20	571.780	-401.8	-1.69	5405
2972.75	571.977	-400.8	-1.51	5406
2973.30	572.178	-402.6	-1.79	5407
2973.85	572.378	-403.1	-1.86	5408
2974.40	572.583	-400.6	-1.43	5409
2974.95	572.790	-401.3	-1.53	5410
2975.50	572.991	-400.1	-1.32	5411
2976.05	573.193	-405.2	-2.15	5412
2976.60	573.392	-402.1	-1.63	5413
2977.15	573.608	-400.6	-1.35	5414
2977.70	573.814	-400.4	-1.29	5415
2978.25	574.016	-403.4	-1.76	5416
2978.80	574.217	-400.9	-1.31	5417
2979.35	574.428	-401.8	-1.41	5418
2979.90	574.631	-400.9	-1.23	5419
2980.45	574.837	-401.1	-1.22	5420
2981.00	575.040	-402.2	-1.37	5421
2981.55	575.244	-400.0	-0.99	5422
2982.10	575.452	-400.9	-1.14	5423
2982.65	575.654	-402.4	-1.42	5424
2983.20	575.861	-403.2	-1.62	5425
2983.75	576.076	-403.2	-1.73	5426
2984.30	576.297	-402.4	-1.73	5427
2984.85	576.523	-404.4	-2.11	5428
2985.40	576.749	-403.4	-1.95	5429
2985.95	576.981	-402.8	-1.83	5430
2986.50	577.214	-403.0	-1.87	5431
2987.05	577.447	-405.4	-2.27	5432
2987.60	577.684	-403.4	-1.95	5433
2988.15	577.932	-402.6	-1.83	5434
2988.70	578.166	-401.8	-1.71	5435
2989.25	578.402	-399.6	-1.36	5436
2989.80	578.645	-396.8	-0.92	5437
2990.35	578.883	-397.7	-1.08	5438
2990.90	579.114	-397.7	-1.10	5439
2991.45	579.352	-397.3	-1.06	5440
2992.00	579.592	-397.8	-1.16	5441
2992.55	579.836	-397.1	-1.07	5442
2993.10	580.084	-399.3	-1.46	5443
2993.65	580.335	-404.3	-2.31	5444
2994.20	580.598	-408.6	-3.04	5445
2994.75	580.878	-407.1	-2.81	5446
2995.30	581.193	-410.9	-3.45	5447
2995.85	581.507	-414.8	-4.10	5448
2996.40	581.846	-415.5	-4.23	5449
2996.95	582.213	-419.0	-4.81	5450
2997.50	582.592	-424.5	-5.72	5451
2998.05	582.999	-428.1	-6.31	5452
2998.60	583.449	-432.5	-7.03	5453
2999.15	583.928	-431.7	-6.89	5454
2999.70	584.446	-425.8	-5.90	5455
3000.25	584.984	-425.0	-5.75	5456
3000.80	585.485	-427.2	-6.10	5457
3001.35	585.990	-423.5	-5.49	5458
3001.90	586.521	-429.8	-6.52	5459
3002.45	587.034	-431.1	-6.73	5460
3003.00	587.620	-427.5	-6.11	5461
3003.55	588.205	-422.0	-5.18	5462
3004.10	588.778	-418.7	-4.62	5463
3004.65	589.314	-415.3	-4.05	5464
3005.20	589.830	-411.9	-3.48	5465
3005.75	590.337	-411.9	-3.47	5466
3006.30	590.816	-421.1	-4.99	5467
3006.85	591.301	-426.7	-5.92	5468
3007.40	591.862	-425.4	-5.68	5469
3007.95	592.474	-423.2	-5.30	5470
3008.50	593.083	-422.0	-5.09	5471
3009.05	593.666	-419.3	-4.63	5472
3009.60	594.256	-417.5	-4.32	5473
3010.15	594.821	-414.9	-3.89	5474
3010.70	595.401	-418.2	-4.42	5475
3011.25	595.959	-424.4	-5.44	5476
3011.80	596.546	-429.8	-6.31	5477
3012.35	597.190	-432.3	-6.70	5478
3012.90	597.892	-430.8	-6.42	5479
3013.45	598.667	-425.8	-5.54	5480
3014.00	599.400	-424.9	-5.35	5481
3014.55	600.096	-422.9	-4.99	5482
3015.10	600.791	-424.2	-5.18	5483
3015.65	601.487	-418.6	-4.23	5484
3016.20	602.124	-419.3	-4.33	5485
3016.75	602.788	-418.6	-4.19	5486
3017.30	603.474	-418.9	-4.22	5487
3017.85	604.150	-417.2	-3.92	5488
3018.40	604.834	-414.8	-3.51	5489
3018.95	605.507	-414.6	-3.47	5490
3019.50	606.161	-413.1	-3.21	5491
3020.05	606.819	-411.5	-2.94	5492
3020.60	607.474	-407.9	-2.35	5493
3021.15	608.079	-405.8	-2.01	5494
3021.70	608.674	-404.1	-1.74	5495
3022.25	609.269	-401.7	-1.37	5496
3022.80	609.854	-399.9	-1.09	5497
3023.35	610.425	-400.7	-1.26	5498
3023.90	610.985	-401.8	-1.47	5499
3024.45	611.541	-401.3	-1.43	5500
3025.00	612.130	-401.2	-1.46	5501
3025.55	612.717	-398.4	-1.04	5502
3026.10	613.310	-400.0	-1.35	5503
3026.65	613.878	-397.9	-1.04	5504
3027.20	614.466	-399.2	-1.30	5505
3027.75	615.060	-396.9	-0.97	5506
3028.30	615.672	-398.5	-1.28	5507
3028.85	616.273	-399.3	-1.46	5508
3029.40	616.895	-401.9	-1.94	5509
3029.95	617.533	-403.7	-2.28	5510
3030.50	618.205	-400.4	-1.79	5511
3031.05	618.904	-403.1	-2.29	5512
3031.60	619.576	-403.4	-2.38	5513
3032.15	620.278	-400.5	-1.96	5514
3032.70	620.950	-400.1	-1.95	5515
3033.25	621.644	-403.7	-2.59	5516
3033.80	622.342	-402.9	-2.52	5517
3034.35	623.054	-404.5	-2.84	5518
3034.90	623.796	-402.9	-2.63	5519
3035.45	624.562	-402.9	-2.69	5520
3036.00	625.316	-399.6	-2.20	5521
3036.55	626.073	-405.3	-3.19	5522
3037.10	626.800	-412.5	-4.42	5523
3037.65	627.597	-419.0	-5.54	5524
3038.20	628.490	-428.7	-7.17	5525
3038.75	629.486	-435.8	-8.37	5526
3039.30	630.645	-437.8	-8.72	5527
3039.85	631.964	-438.3	-8.80	5528
3040.40	633.312	-434.9	-8.24	5529
3040.95	634.676	-439.0	-8.90	5530
3041.50	635.956	-439.2	-8.92	5531
3042.05	637.310	-436.1	-8.39	5532
3042.60	638.664	-438.0	-8.68	5533
3043.15	639.948	-439.1	-8.84	5534
3043.70	641.262	-439.3	-8.86	5535
3044.25	642.589	-435.5	-8.21	5536
3044.80	643.907	-432.7	-7.73	5537
3045.35	645.119	-432.5	-7.68	5538
3045.90	646.222	-432.7	-7.71	5539
3046.45	647.328	-433.4	-7.82	5540
3047.00	648.431	-431.2	-7.46	5541
3047.55	649.522	-428.9	-7.07	5542
3048.10	650.556	-431.3	-7.47	5543
3048.65	651.553	-430.2	-7.29	5544
3049.20	652.589	-432.9	-7.72	5545
3049.75	653.588	-434.2	-7.92	5546
3050.30	654.607	-432.2	-7.58	5547
3050.85	655.611	-427.9	-6.87	5548
3051.40	656.550	-426.9	-6.71	5549
3051.95	657.420	-430.9	-7.38	5550
3052.50	658.255	-431.7	-7.52	5551
3053.05	659.093	-436.7	-8.36	5552
3053.60	659.970	-434.6	-8.02	5553
3054.15	660.865	-438.4	-8.64	5554
3054.70	661.743	-436.3	-8.30	5555
3055.25	662.653	-434.5	-8.00	5556
3055.80	663.513	-433.5	-7.82	5557
3056.35	664.289	-437.1	-8.42	5558
3056.90	665.075	-440.3	-8.94	5559
3057.45	665.887	-441.0	-9.05	5560
